-9.0872297 6.8494864 -1.405951
-9.6263752 6.5114689 -1.3619035
-27.38077 12.949699 1.8524945
-28.320686 11.601956 2.1107364
-10.320232 6.1064172 -1.3057065
-11.100944 5.8033795 -1.261871
-8.0135374 4.9437127 -1.4893237
-8.5100098 4.6954908 -1.4510677
-11.955785 5.3793364 -1.2195848
-11.783769 4.5533118 -1.0478889
-8.9252768 4.2288585 -1.4002242
-9.3804808 3.8619888 -1.3481946
-18.438862 13.944638 -0.64304578
-20.566654 13.853088 -0.44725978
-12.289855 9.681447 -1.1912905
-13.686879 9.6543121 -1.1276768
-22.734253 13.443218 -0.27031904
-14.70382 7.6662097 0.054780066
-14.79902 9.1661787 -1.0515194
-16.017738 8.7851334 -0.9393425
-15.854225 7.1264896 0.17692548
-28.526703 11.003569 0.47109395
-13.877874 6.5875354 -0.6281867
-18.634745 7.6442847 -0.69241327
-23.568348 17.776522 2.3900275
-24.512075 16.470053 2.5655494
-23.195925 18.297272 0.76942974
-24.205017 16.97933 1.0255401
-25.503077 15.0539 2.8344512
-26.43729 13.801804 3.1158798
-25.140852 15.62977 1.2668709
-26.085003 14.290648 1.4951514
-3.6276522 2.7755392 -1.704337
-3.8582637 2.665127 -1.7115953
-7.7048283 3.6448028 -1.5202004
-8.0913725 3.3160074 -1.4923832
-4.0992846 2.4251642 -1.6975778
-4.3671508 2.2930732 -1.7122
-3.5461197 2.1950183 -1.7209375
-3.744411 2.0774877 -1.7219262
-1.4427589 0.61461657 -0.41339317
-1.1433533 0.45659554 -0.27452892
-1.4294962 0.64560527 -0.50311846
-1.1492833 0.48432815 -0.34862095
-5.0668454 3.8678343 -1.6878349
-5.3984036 3.6968048 -1.6813669
-4.1916971 3.3521981 -1.702075
-4.4721246 3.2179265 -1.7034956
-5.7371693 3.4028425 -1.6659468
-6.1190786 3.2121954 -1.6637652
-4.742414 2.9511757 -1.6872592
-5.0257201 2.7814796 -1.6929981
-6.469739 2.8803308 -1.6340108
-1.212206 0.49103847 -0.16202006
-5.3389192 2.5031023 -1.673897
-1.2008731 0.51177043 -0.23262572
-7.6095538 5.7701182 -1.5421575
-8.0655928 5.4798684 -1.5058515
-6.1206946 4.8662019 -1.6520259
-6.4733677 4.6107025 -1.6347334
-8.5807552 5.0869207 -1.4585516
-9.0553226 4.7653799 -1.4107609
