-9.7923517 -7.1080608 -1.5088655
-9.8615475 -7.9645085 -1.5052594
-6.3786798 -7.0312495 0.71997595
-5.6606507 -6.8900404 0.75847381
-9.1153469 -8.3158665 -1.3498089
-7.7850237 -7.8875284 -1.0914454
-7.8435388 -6.8914943 -1.6757883
-7.8703771 -7.6320415 -1.6651767
-6.0987511 -6.9696264 -0.79819411
-5.371922 -6.8288684 -0.65363288
-7.7444425 -8.4862795 -1.6649535
-7.6874857 -9.3711481 -1.6537942
-21.705511 -15.70195 -0.77842212
-1.1164405 -0.8733905 0.17106593
-13.619938 -9.4502687 -1.275021
-14.216227 -11.026506 -1.2270945
-8.2718153 -7.5716991 0.00485982
-7.2089324 -7.3098693 0.11284896
-8.7568922 -7.6820703 -0.63340461
-7.6421828 -7.4287529 -0.45988199
-6.1568913 -7.0477223 0.19066839
-5.3660579 -6.8126545 0.28115863
-6.4789786 -7.1091309 -0.31450638
-5.7075386 -6.9469934 -0.19281791
-1.1281699 -0.84918106 0.30644599
-1.1697894 -0.91858619 0.32050854
-37.47496 -25.954109 1.0757624
-1.1677086 -0.87904471 0.24522889
-8.26021 -7.5744519 1.1975753
-7.2415257 -7.3249555 1.2073988
-8.8251801 -7.7253108 0.62518191
-7.6665139 -7.4513664 0.66786957
-3.9177966 -2.8000498 -1.8062023
-3.8670464 -3.0617511 -1.8092293
-6.4805632 -7.1104155 -1.7350775
-6.1804924 -7.5572667 -1.6834357
-3.6924279 -3.3676913 -1.7895824
-3.6481686 -3.6868382 -1.8091249
-3.2905097 -2.8822682 -1.8137833
-3.2232709 -3.1108069 -1.8094859
-3.4672832 -4.023479 -1.8004388
-3.3588784 -4.3238215 -1.7939272
-3.0490472 -3.3936086 -1.7984793
-2.958092 -3.6550689 -1.7958634
-5.4455152 -3.9017656 -1.7818667
-5.4068694 -4.3161221 -1.7868879
-4.6618228 -3.1832058 -1.7986666
-4.6092596 -3.5070205 -1.7991543
-5.2215104 -4.7519693 -1.7724324
-5.2046614 -5.2607646 -1.792588
-4.4665537 -3.8938098 -1.7998325
-4.3820629 -4.2380252 -1.8067083
-5.0724678 -5.8298168 -1.7970911
-4.9060216 -6.2546077 -1.7641432
-4.236063 -4.6806269 -1.8034288
-4.1242914 -5.0606809 -1.8022642
-8.3230171 -6.0043211 -1.6682891
-8.2605867 -6.6439528 -1.6498888
-6.8688049 -4.7194076 -1.7707489
-6.7395415 -5.1792006 -1.7588693
-8.2437706 -7.5048332 -1.6472204
-8.2184057 -8.291111 -1.6299497
-6.6302853 -5.777432 -1.7447083
-6.546618 -6.3470783 -1.7381839
-9.8271484 -7.0394959 -1.5071691
-9.900568 -7.8937182 -1.5033731
-6.5013289 -7.0761132 0.72628403
-5.738184 -6.895864 0.76183426
-9.2604637 -8.3418941 -1.3656857
-1.0167131 -0.98515433 0.049491346
-7.8807263 -6.8369322 -1.6743566
-7.9224353 -7.5865383 -1.6661947
-6.2032714 -6.9994435 -0.80820662
-5.4567327 -6.8480225 -0.6603961
-7.7855258 -8.4244337 -1.6620371
-7.7348776 -9.3089561 -1.6510439
-21.80863 -15.568738 -0.77864325
-10.506772 -8.3923283 -0.14708579
-13.65272 -9.3465414 -1.2721585
-14.259932 -10.917537 -1.2245413
-8.4218025 -7.6118588 0.0023614764
-7.325202 -7.3353639 0.11192956
-8.8231153 -7.6425285 -0.63514251
-7.7734675 -7.4623489 -0.46730086
-6.255559 -7.0701609 0.19052795
-5.4547348 -6.8367829 0.2818003
-6.5832887 -7.1326914 -0.31930533
-5.7931046 -6.9617977 -0.19577198
-1.1334833 -0.84207571 0.30644599
-1.1755379 -0.91121793 0.32050854
-1.2234645 -0.86646652 0.23386313
-35.663776 -27.463226 1.4543839
-8.4038277 -7.6090922 1.2090901
-7.3716922 -7.3639274 1.2190739
-9.4841089 -8.1950769 0.65409845
-7.7951589 -7.4821138 0.67281508
-3.9307599 -2.7722039 -1.8039216
-3.8876641 -3.0385437 -1.8099747
-6.5090909 -7.0522923 -1.7304647
-6.4178433 -7.7488861 -1.7394974
-3.7204652 -3.3506191 -1.7932335
-3.6673141 -3.6598632 -1.8069868
-3.3140905 -2.8662663 -1.8170993
-3.2361727 -3.0841482 -1.8054323
-3.4986954 -4.0086474 -1.8039132
-3.3836644 -4.2996607 -1.7925789
-3.071553 -3.3757343 -1.7992735
-2.9809992 -3.6364105 -1.7958634
-5.4714971 -3.8685765 -1.7824231
-5.4459448 -4.2916431 -1.7912171
-4.6817322 -3.153852 -1.7986666
-4.6281862 -3.4757025 -1.7978704
-5.2527056 -4.7203522 -1.7729597
-5.2239728 -5.2142467 -1.7874961
-4.4894872 -3.8644361 -1.7992036
-4.4168296 -4.2183299 -1.8103962
-5.1025634 -5.7905774 -1.7946426
-4.9560647 -6.2373943 -1.7683642
-4.2602048 -4.6483083 -1.8010521
-4.1596479 -5.0391126 -1.803991
-8.349329 -5.9439406 -1.66585
-8.2898388 -6.5820785 -1.6472151
-6.9064054 -4.6815987 -1.7729975
-6.7750521 -5.1391201 -1.7597466
-8.2863483 -7.4489374 -1.6462674
-8.2801228 -8.2490997 -1.6320543
-6.6694279 -5.7381997 -1.7455511
-6.5764937 -6.2963095 -1.7353448
-9.8521242 -6.9873996 -1.5057554
-9.9205723 -7.8334317 -1.500409
-6.5849962 -7.0994377 0.73030812
-5.8192396 -6.9269667 0.76656377
-9.2121649 -8.2204094 -1.350817
-7.9205394 -7.8505058 -1.0996504
-7.9083695 -6.7958837 -1.6732829
-7.9324169 -7.5246444 -1.6600871
-6.2946949 -7.0351648 -0.81778353
-5.5299578 -6.8735223 -0.66696036
-7.8129921 -8.3746929 -1.6591209
-7.7596521 -9.2496481 -1.6464598
-21.870317 -15.457733 -0.77812737
-1.1259763 -0.86106205 0.17106593
-13.683407 -9.2731838 -1.2707272
-14.295349 -10.838151 -1.2229455
-8.5486422 -7.6532445 0.00015279651
-7.4404154 -7.381249 0.11088145
-9.878314 -8.4714565 -0.7324661
-7.8936906 -7.5069962 -0.47471973
-6.3489456 -7.1075611 0.19037381
-5.5331426 -6.8687654 0.28244197
-6.6782637 -7.1671748 -0.32421342
-5.8822021 -7.001893 -0.19971074
-1.1374389 -0.83672506 0.30644599
-1.1798189 -0.90566838 0.32050854
-1.2275338 -0.86069161 0.23386313
-1.1773034 -0.86615217 0.24522889
-8.5376711 -7.65697 1.2207822
-7.4740562 -7.396482 1.2284139
-9.6245394 -8.2371588 0.65890586
-7.9170132 -7.5281167 0.67802083
-3.9437797 -2.75365 -1.8039216
-3.8975546 -3.0167592 -1.8077388
-6.5543284 -7.0344324 -1.7339244
-6.4492593 -7.712513 -1.7380223
-3.7376087 -3.3342819 -1.7939637
-3.6884866 -3.6465027 -1.8091249
-3.3233924 -2.8470898 -1.8146124
-3.2559588 -3.0739152 -1.8086751
-3.5175464 -3.9921162 -1.8039132
-3.398066 -4.276269 -1.7892087
-3.0886757 -3.3625674 -1.8000677
-2.9992704 -3.6237497 -1.7966361
-5.4880881 -3.8416538 -1.7818667
-5.4676213 -4.2671227 -1.7917582
-4.7028475 -3.1359181 -1.8012949
-4.6505723 -3.4584024 -1.8004384
-5.2748909 -4.6955471 -1.7729597
-5.2567096 -5.1977601 -1.7905512
-4.5047474 -3.8407869 -1.7979459
-4.4462967 -4.2066665 -1.8146988
-5.1362619 -5.7736907 -1.7970911
-4.9841909 -6.21245 -1.7678952
-4.2833643 -4.6295776 -1.8016462
-4.1833472 -5.019455 -1.803991
-8.3691835 -5.8988781 -1.664108
-8.3130293 -6.5368285 -1.6455444
-6.9219027 -4.6446772 -1.7711985
-6.7960811 -5.1047831 -1.7588693
-8.3184023 -7.4071875 -1.6456323
-8.2880106 -8.1793642 -1.6254395
-6.6919184 -5.7029161 -1.7442868
-6.6131773 -6.2720089 -1.7373728
-9.895833 -6.9253573 -1.5057554
-9.971158 -7.7721648 -1.5006784
-6.6980309 -7.1305189 0.73574615
-5.9219508 -6.9603696 0.77228892
-9.2129269 -8.1178732 -1.3422483
-7.8351703 -7.6682835 -1.0773801
-7.9388852 -6.7359037 -1.6704197
-7.9594464 -7.4557419 -1.6553366
-6.3856397 -7.0469103 -0.82540172
-5.6231422 -6.900496 -0.6749171
-7.8437214 -8.3025322 -1.6539366
-7.7997451 -9.1795845 -1.6421814
-21.968651 -15.321153 -0.7782011
-24.060289 -18.830626 -0.59948832
-13.723166 -9.1748734 -1.2687591
-14.3536 -10.740935 -1.2219881
-8.7016449 -7.6918516 -0.002381742
-7.5564775 -7.4031034 0.10998045
-10.059438 -8.5172405 -0.74463153
-8.0278082 -7.539444 -0.48226437
-6.4500008 -7.1296673 0.19022994
-5.6228037 -6.8913341 0.28308365
-6.7918854 -7.1975136 -0.32966688
-5.9686646 -7.0151329 -0.20266481
-1.1426739 -0.82956165 0.30644599
-1.1854862 -0.89823735 0.32050854
-1.2329177 -0.85296166 0.23386313
-1.1827226 -0.85873777 0.24522889
-8.6887264 -7.6940718 1.2330055
-7.6041713 -7.431664 1.2398944
-9.8168011 -8.294919 0.6655072
-8.0513592 -7.5604959 0.68322659
-3.9640625 -2.7308984 -1.805442
-3.9164326 -2.9922101 -1.8077388
-6.5943451 -6.9888391 -1.732771
-6.5064569 -7.6823606 -1.7406042
-3.7542751 -3.3070617 -1.7917732
